rate;title;timestamp
0;~Simon Ammann, Noriaki Kasai tie for FIS World Cup ski jumping win in Ruka~;1417301160000
0;~Kasai rolls back years with share of first place~;1417343940000
0;~Schlierenzauer claims 53rd World Cup win~;1417903320000
0;~Koudelka wins ski jump World Cup event~;1417977300000
0;~Koudelka defies high winds for Lillehammer win~;1417997400000
0;~Ted Ligety earns his 23rd career win in World Cup giant slalom race~;1418006880000
0;~Czech Wins Ski Jump~;1418022780000
0;~Fannemel wins ski jump World Cup event in Russia~;1418492940000
0;~Norways Fannemel wins ski jump World Cup~;1418561580000
0;~Freund wins to halt Fannemel's Russian double bid~;1418629980000
0;~Freund wins World Cup ski jump in Russia~;1418768940000
0;~Ski Jumping: Slovenia's Damjan Third in Engelberg~;1419172620000
0;~Austrians dominate first Four Hills event~;1419879660000
0;~Stefan Kraft of Austria wins opening Four Hills ski jump event in Oberstdorf~;1419883260000
0;~Kraft wins opening Four Hills ski jump event~;1419883440000
0;~Kraft wins opening Four Hills ski jump event~;1419893760000
0;~Ski Jumping: Kraft wins Four Hills opener as Ammann falls~;1419911700000
0;~Vierschanzentournee: DSV-Adler um Freund & Co. enttäuschen bei Kraft-Sieg - Wintersport~;1419926100000
0;~Kraft takes Wolrd Cup win but Hayboeck goes top~;1419956700000
0;~SPORTS BRIEFS~;1419960720000
0;~Hayböckâ€¨ & Schlierenzauer in Lauerstellung~;1420122240000
0;~Norwegian Jacobsen wins New Year's jump~;1420127400000
0;~Anders Jacobsen wins major ski jumping event~;1420160940000
0;~Germany's Freitag wins Four Hills event in Innsbruck~;1420386300000
0;~Germany's Freitag wins 3rd stop of 4 Hills Tour~;1420387440000
0;~Germany's Freitag wins 3rd stop of 4 Hills Tour, Austria's Kraft extends lead~;1420387800000
0;~Germany's Freitag wins 3rd stop of 4 Hills Tour~;1420388460000
0;~Germany's Freitag wins 3rd stop of 4 Hills Tour~;1420388940000
0;~Germany's Freitag wins 3rd stop of 4 Hills Tour~;1420391100000
0;~Germany's Freitag Wins 3rd Stop of 4 Hills Tour~;1420395840000
0;~Germany's Freitag wins 3rd stop of 4 Hills Tour~;1420396380000
0;~Germany's Freitag wins 3rd stop of 4 Hills Tour~;1420397280000
0;~Sports " Freitag wins 3rd stop of 4 Hills Tour; Kasai 3rd~;1420413540000
0;~Freitag wins Four Hills at Innsbruck~;1420442340000
0;~Ski Jumping: Prevc with Painful "Mistake" in First Jump~;1420492380000
0;~Sports " Kraft wins Four Hills title; Kasai 2nd~;1420587360000
0;~Weekly Review of Events Involving Slovenia, 2-8 January~;1420783500000
0;~Ski Jumps: Tepeš Third, Prevc Fourth at Flying Meet~;1420904820000
0;~Germany's Freund wins 1st ski flying World Cup event on reconstructed 200m hill in Austria~;1420909680000
0;~Germany's Freund wins ski flying World Cup in Austria~;1420915560000
0;~News Roundup - Saturday, 10 January~;1420922100000
0;~Ski Jumps: Prevc Second in Wisla~;1421348760000
0;~News Roundup - Thursday, 15 January~;1421356800000
0;~Kraft wins and takes World Cup lead~;1421365980000
0;~Ski Jumping: Slovenia 3rd in Zakopane Team Event~;1421519040000
0;~Saut à skis: le Polonais Stoch renaît devant son public à Zakopane~;1421595720000
0;~Ski Jumps: Prevc Wins Sapporo World Cup Event~;1422093540000
0;~Ski Jumps: Prevc Wins Sapporo World Cup Event (adds)~;1422094680000
0;~Prevc of Slovenia gets 1st ski jump World Cup win of season~;1422095040000
0;~Prevc of Slovenia gets 1st ski jump World Cup win of season~;1422097140000
0;~Peter Prevc of Slovenia earns 1st ski jump World Cup win of season, overall leader Kraft 2nd~;1422097380000
0;~Peter Prevc of Slovenia earns 1st ski jump World Cup win of season, overall leader Kraft 2nd~;1422097500000
0;~Prevc of Slovenia gets 1st ski jump World Cup win of season~;1422099960000
0;~Ski Jumps: Prevc Wins Sapporo World Cup Event (adds)~;1422100200000
0;~Prevc of Slovenia gets 1st ski jump World Cup win of season~;1422102600000
0;~News Roundup - Saturday, 24 January~;1422122400000
0;~Sports " Prevc of Slovenia gets 1st ski jump World Cup win of season~;1422128940000
0;~Wagner, Bouncing Back From 2014 Disappointment, Sets Records to Win U.S. Title~;1422146820000
0;~Wagner, Bouncing Back From 2014 Disappointment, Sets Records to Win U.S. Title~;1422160920000
