rate;title;timestamp
0;~Tedenski pregled - Slovenija od 30. 1. do 5. 2.~;1423213200000
0;~Prevc pričakuje, da bo s Kranjcem podobno kot s Tepešem~;1423224600000
0;~Veter odpihnil kvalifikacije~;1423263660000
0;~Šest od sedmih Slovencev na tekmi v Titisee-Neustadtu~;1423322220000
0;~Prevca in Freunda po prvi seriji ločijo tri desetinke točke~;1423326540000
0;~Freundu zmaga v Titisee-Neustadtu, Prevc tretji~;1423329960000
0;~Peter Prevc na tretjem mestu zapravil priložnost, da užene Krafta~;1423333980000
0;~Janus: Jutri bo še bolje~;1423335540000
0;~Prevc poletel do tretjega mesta~;1423338480000
0;~Pregled - šport, 7.2. (sobota)~;1423348980000
0;~V Sočiju v soboto obeležili prvo obletnico ZOI~;1423373400000
0;~Prijatelj, moč, nato Prevc~;1423380120000
0;~Tepeš drugi v kvalifikacijah, vsi Slovenci na tekmo~;1423406160000
0;~Titisee-Neustadt, skoki: Tepeš v kvalifikacijah napovedal dobro uvrstitev (v živo)~;1423407480000
0;~Freund diskvalificiran, Fannemmel vodi, Prevc 9.~;1423411860000
0;~Fannemel v Tittisee Neustadtu pometel s konkurenco~;1423414680000
0;~Fannemel v Tittisee Neustadtu pometel s konkurenco~;1423414800000
0;~Fannemel pometel s konkurenco~;1423416180000
0;~Fannemel v Tittisee Neustadtu pometel s konkurenco (dopolnjeno)~;1423417440000
0;~Pregled - šport, 8. 2. (nedelja)~;1423434600000
0;~Janus: Prevc skače malo preveč po domače~;1423440000000
0;~Oponašal Stocha in unovčil Freundovo "darilo"~;1423466160000
0;~V Črnem gozdu lovil Krafta~;1423491720000
0;~Kranjec znova na tekme~;1423586520000
0;~S športniki ponosno poslušali Zdravljico~;1423586760000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci za 2014 (EMBARGO DO 21:00)~;1423641600000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci za 2014~;1423685340000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci 2014~;1423687740000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci za 2014 (dopolnjeno)~;1423687920000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci za 2014~;1423687980000
0;~Pregled - Slovenija, 11. 2. (sreda) (dopolnjeno)~;1423688700000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci za 2014~;1423692600000
0;~Pregled - šport, 11. 2. (sreda)~;1423692900000
0;~Košir, Prevc in Sever bogatejši za športnega oskarja~;1423694880000
0;~Bloudkovi nagrajenci Košir, Prevc in Sever~;1423696860000
0;~Že dalj časa ima vprašanje za Ammanna~;1423736820000
0;~Prevc že v Vikersundu do rumene majice? Pot je odprta~;1423742940000
0;~Evensen napoveduje Fannemelov polet do novega svetovnega rekorda - 251,5 metra~;1423742940000
0;~Bliskovit v smučini, a vendarle tik pod stopničkami~;1423807380000
0;~Evensen je še dodatno vznemiril Prevca~;1423816620000
0;~Tedenski pregled - Slovenija od 6. do 12. 2.~;1423822920000
0;~Olimpijske novice OKS št. 7~;1423832400000
0;~Bloudkovemu delu so v ponos~;1423839480000
0;~Peter Prevc z novim osebnim rekordom poletel na vrh~;1423856340000
0;~Fannemel poletel 246 metrov, Prevc pol metra manj~;1423858380000
0;~Nov slovenski rekord Petra Prevca - 245,5 metra!~;1423860660000
0;~Fannemel poletel 246 metrov, Prevc pol metra manj~;1423860960000
0;~Peter Prevc zgolj meter za svetovnim rekordom~;1423863120000
0;~Pregled - šport, 13. 2. (petek)~;1423867500000
0;~Prevc meter od svetovnega rekorda~;1423868340000
0;~VIDEO: Tako je odlični Prevc postavil državni rekord~;1423905120000
0;~250 metrov Petra Prevca: nov svetovni rekord~;1423926300000
0;~Vikersund: prva serija smučarskih poletov (v živo)~;1423927380000
0;~Prevc v Vikersundu prepričljivo najboljši, v drugi seriji po rumeno majico~;1423929360000
0;~Razvoj svetovnega rekorda v poletih~;1423932420000
0;~Svetovni rekorder Prevc poskrbel za jubilejno 40. zmago slovenskih skakalcev~;1423932720000
0;~Prevcu svetovni rekord, zmaga in vodstvo v skupnem seštevku (krajše)~;1423932960000
0;~Prevcu svetovni rekord, zmaga in vodstvo v skupnem seštevku~;1423933020000
0;~Izidi smučarskih poletov v Vikersundu~;1423934340000
0;~Prevc s svetovnim rekordom slavil v Vikersundu!~;1423934580000
0;~@peterprevc navdušuje tudi na Twitterju~;1423935120000
0;~Neverjetno! Prevc podrl svetovni rekord!~;1423935420000
0;~Prevcu svetovni rekord, zmaga in vodstvo v skupnem seštevku (daljše)~;1423936080000
0;~Prevcu svetovni rekord~;1423936200000
0;~"Prevc je hotel ljubici skočit v objem za Valentinovo, kdo bi mu zameril!?"~;1423938540000
0;~AVDIO: Prevc: Občutki so res neverjetni!~;1423939080000
0;~Prevc: Imel sem nekaj časa, da uživam~;1423940520000
0;~Pregled - Slovenija, 14. 2. (sobota)~;1423942200000
0;~Nedelovih sedem: Ali naj bo domovinska vzgoja samostojen predmet v šoli?~;1423944360000
0;~Pregled - Slovenija, 14. 2. (sobota) (dopolnjeno)~;1423952280000
0;~Pregled - šport, 14.2. (sobota)~;1423953480000
0;~Prevc v Vikersundu prebil zvočni zid~;1423977360000
0;~Taksisti služili bolj kot policisti~;1423980360000
0;~"Prevc je hotel ljubici skočiti v objem za valentinovo, kdo bi mu zameril?!"~;1423983660000
0;~Ko sproščena urica umiri in nasmeji Tino Maze~;1424014020000
0;~V ŽIVO: Druga tekma v Vikersundu: zaenkrat zelo kratki poleti~;1424014380000
0;~Poleti v Vikersundu (v živo): Kranjec s 132 metri v finalu (prva serija)*~;1424014800000
0;~Vasiljev v kvalifikcijah poletel 254 metrov, padec Prevca~;1424014800000
0;~Dvojni šok! Prevc padel v Vikersundu, ogrožen tudi svetovni rekord~;1424015160000
0;~Fannemel vzel rekord Prevcu~;1424015280000
0;~Fannemel vzel svetovni rekord Prevcu~;1424015700000
0;~Fannemelu svetovni rekord, Prevc v svetovnem pokalu s 102 točkama naskoka~;1424018700000
0;~Razvoj svetovnega rekorda v poletih (dopolnjeno)~;1424018940000
0;~VIDEO: Prevc ostal brez svetovnega rekorda in kopice točk~;1424020020000
0;~POPRAVEK: Fannemelu svetovni rekord, Prevc v svetovnem pokalu s 57 točkami naskoka~;1424020440000
0;~Poleti v Vikersundu: polom Prevca v finalu, svetovni rekord Fannemela~;1424020500000
0;~Prevc ostal brez svetovnega rekorda, zmaga Freundu~;1424020740000
0;~Fannemelu svetovni rekord, Prevc v svetovnem pokalu s 57 točkami naskoka (dopolnjeno)~;1424022060000
0;~Fannemelu svetovni rekord, Prevc v svetovnem pokalu s 57 točkami naskoka~;1424022180000
0;~POPRAVEK: Fannemelu svetovni rekord, Prevc v svetovnem pokalu s 57 točkami naskoka~;1424024580000
0;~Primorske novice: Preskočil tudi Tino (16. 2.)~;1424029380000
0;~Večer: Rekordi se rušijo (16. 2.)~;1424037480000
0;~Tuje tiskovne agencije o Sloveniji (14. in 15. 2.)~;1424037900000
0;~Pregled - šport, 15. 2. (nedelja)~;1424040720000
0;~Rekord, padec in zlomljene smuči~;1424042040000
0;~Preskočil tudi Tino~;1424063160000
0;~Prevc še nekaj časa z vročo glavo~;1424066220000
0;~Prevc je bil prvi slovenski rekorder po Jožetu Šlibarju iz leta 1961~;1424073660000
0;~Skakalke v Falun z visokimi, nordijska kombinatorca s skromnejšimi cilji (I)~;1424091600000
0;~Slovenske kolajne na SP v nordijskem smučanju (VI)~;1424091600000
0;~Fotodokaz? Prevc je skočil dlje kot rekorder Fannemel~;1424092380000
0;~FOTO in VIDEO: Domnevno zaroto proti Prevcu postavljajo na glavo~;1424117760000
0;~Peterki prvi skok pod žarometi v Kranju~;1424121660000
0;~Peterki prvi skok pod žarometi v Kranju~;1424121720000
0;~Peterka prvi skočil pod žarometi v Kranju~;1424122920000
0;~"Čas je, da dobimo rekord nazaj"~;1424123400000
0;~Malo je še prostora za kraljico Planico~;1424128200000
0;~Janus: Lahko smo tudi tihi favoriti~;1424157960000
0;~Nova merska enota za 250 metrov je en Pero~;1424159280000
0;~Janus: Lahko smo tudi tihi favoriti~;1424161500000
0;~Janus: Lahko smo tudi tihi favoriti~;1424161620000
0;~VIDEO: Janus: Uživamo pri delu s Petrom, a pomembna je celotna ekipa~;1424172420000
0;~Slovenci bodo v Falun prišli zadnji~;1424214120000
0;~Goran Janus: Vzeli bomo, če se bo kaj ponudilo~;1424245440000
0;~Kar se bo ponudilo, bomo zgrabili z obema rokama~;1424249280000
0;~Tekačice danes v Falunu začenjajo s sprintom~;1424302200000
0;~Jurij Tepeš je pozabil zapeti vezi~;1424302200000
0;~Rekorderji~;1424302260000
0;~Razočaran, ko jim je Prevc ukradel rekord~;1424357280000
0;~Trening prekinilo vreme, za tekmo odpadel Pungertar~;1424376000000
0;~Pregled - šport, 19. 2. (četrtek)~;1424383500000
0;~Tvegana poteza Janusa in druščine~;1424412720000
0;~Tedenski pregled - Slovenija od 13. do 19. 2.~;1424426400000
0;~Olimpijske novice OKS št. 8~;1424435460000
0;~Vsi slovenski skakalci na sobotni tekmi v Falunu~;1424459340000
0;~Vsi slovenski skakalci na sobotni tekmi v Falunu~;1424460360000
0;~Vsi slovenski skakalci na sobotni tekmi v Falunu~;1424460480000
0;~SP v Falunu: kvalifikacije osvojil Ammann, Prevc štiri metre krajši~;1424461320000
0;~Pregled - šport, 20. 2. (petek)~;1424470200000
0;~Legalizacija športa ali pot do manj obdavčenega zaslužka?~;1424473080000
0;~Peter Prevc s skakalnico še ni na ti~;1424474940000
0;~Danes v Falunu na delu štirje skakalci in dve tekačici~;1424475000000
0;~Prevc včeraj še 30 odstotkov od (zlate) kolajne~;1424516760000
0;~V Falunu že padajo rekordi~;1424530140000
0;~Najraje izzivam samega sebe~;1424530140000
0;~Velta najboljši v poskusni seriji~;1424535300000
0;~SP, smučarski skoki: prva serija moške posamične tekme (v živo)~;1424535300000
