rate;title;timestamp
0;~Pahor: "Posodobitev ZN je naša zgodovinska dolžnost"~;1411744800000
0;~Pahor v New Yorku posvaril pred uporabo sile brez mandata ZN-ja~;1411745100000
0;~Pahor: Posodobitev ZN je naša zgodovinska dolžnost~;1411745880000
0;~Pahor opozoril voditelje pred konflikti širokih in nenadzarovanih razsežnosti~;1411745880000
0;~Pahor v govoru na ZN poudaril pomen reforme ZN in mirnega reševanja sporov~;1411746600000
0;~Tedenski pregled - Slovenija od 30. 1. do 5. 2.~;1423213200000
0;~Napoved - Slovenija, 7. 2. (sobota)~;1423233000000
0;~Napoved - svet, 7. 2. (sobota)~;1423233000000
0;~Stoltenberg v Münchnu: Rusija se je sama izolirala~;1423237380000
0;~Stoltenberg v Münchnu: Rusija se je sama izolirala~;1423237560000
0;~Tedenska napoved - Slovenija od 9. do 15. 2.~;1423238400000
0;~Pahor prvi dan konference v Münchnu s Stoltenbergom~;1423247640000
0;~"Potrebujemo slone, kajti ta porcelan ni dober"~;1423248480000
0;~Ban Ki Moon pohvalno o združevalnem projektu Esimit Europa Igorja Simčiča~;1423252500000
0;~Tuje tiskovne agencije o Sloveniji (6. 2.)~;1423255080000
0;~V Münchnu danes o ukrajinski krizi, Pahor o zamrznjenih konfliktih v Evropi~;1423265400000
0;~V Münchnu danes o ukrajinski krizi, Pahor o zamrznjenih konfliktih v Evropi~;1423281600000
0;~Varnostna konferenca v znamenju Ukrajine, hibridnih vojn in terorizma~;1423288020000
0;~Po mnenju Merklove nova mirovna pobuda za Ukrajino negotova, a vredna poskusa~;1423305900000
0;~Po mnenju Merklove nova mirovna pobuda za Ukrajino negotova, a vredna poskusa (dopolnjeno)~;1423308240000
0;~Po mnenju Merklove nova mirovna pobuda za Ukrajino negotova, a vredna poskusa (dopolnjeno)~;1423309500000
0;~Napoved - Slovenija, 8. 2. (nedelja)~;1423314000000
0;~Po mnenju Merklove nova mirovna pobuda za Ukrajino negotova, a vredna poskusa (dopolnjeno)~;1423328580000
0;~Pahor v Münchnu razpravljal o zamrznjenih konfliktih v Evropi~;1423332600000
0;~Pahor v Münchnu razpravljal o zamrznjenih konfliktih v Evropi~;1423333140000
0;~Pregled - Slovenija, 7. 2. (sobota)~;1423337400000
0;~Ob državnem prazniku dan odprtih vrat tudi v predsedniški palači~;1423385340000
0;~Ob državnem prazniku dan odprtih vrat tudi v predsedniški palači~;1423385520000
0;~Tedenska napoved - Slovenija od 9. do 15. 2.~;1423393200000
0;~Po zlatu je bilo za Mazejevo vse mirno~;1423395300000
0;~Predsednik Pahor sklenil udeležbo na Münchenski varnostni konferenci~;1423399740000
0;~Napoved - Slovenija, 9. 2. (ponedeljek)~;1423400400000
0;~Napoved - fotoservis, 9. 2. (ponedeljek)~;1423400400000
0;~Pregled - Slovenija do 15. ure~;1423404000000
0;~Ob državnem prazniku dan odprtih vrat tudi v predsedniški palači (dopolnjeno)~;1423414380000
0;~Na Münchenski varnostni konferenci v ospredju ukrajinska kriza (zbirno)~;1423414860000
0;~Napoved - Slovenija, 9. 2. (ponedeljek) (dopolnjeno)~;1423418400000
0;~Pregled - Slovenija, 8. 2. (nedelja)~;1423423800000
0;~Prvi mož Nata jezno nad Rusijo: Nihče ni silil Rusije, da si priključi Krim in destabilizira Ukrajino~;1423424820000
0;~Vloga Slovenije: Videti širše in dlje od realne velikosti~;1423428120000
0;~Tuje tiskovne agencije o Sloveniji (7. in 8. 2.)~;1423429860000
0;~Delova novinarka Anuška Delić na sodišče zaradi izdaje tajnih podatkov~;1423440480000
0;~Anketa Dela: SMC ohranja prednost pred SDS~;1423462320000
0;~Anketa Dela: SMC ohranja prednost pred SDS~;1423462620000
0;~Anketa Dela: Cerarjevi povečali prednost pred SDS~;1423463280000
0;~POPRAVEK: Anketa Dela: SMC ohranja prednost pred SDS~;1423477560000
0;~Anketa: SMC rahlo povečal prednost pred SDS-om~;1423484880000
0;~Na Hrvaškem zadnje priprave za nedeljsko prisego Grabar Kitarovićeve~;1423489860000
0;~Mattarella in Pahor prideta med obe Gorici~;1423495140000
0;~Gorenjec z najvišjim činom~;1423495620000
0;~Pahor v okviru obiska v Občini Krško tudi o pomenu kulture~;1423514880000
0;~Tuje tiskovne agencije o Sloveniji (9. 2.)~;1423517280000
0;~Napoved - fotoservis, 11. 2. (sreda)~;1423578600000
0;~Napoved - Slovenija, 11. 2. (sreda)~;1423578600000
0;~Zbrani nasledniki Tine Maze~;1423586520000
0;~4. februar 2015~;1423588080000
0;~9. februar 2015~;1423588080000
0;~3. februar 2015~;1423588080000
0;~Napoved - Slovenija, 11. 2. (sreda) (dopolnjeno)~;1423591200000
0;~Napoved - Slovenija, 11. 2. (sreda)~;1423610100000
0;~Pahor za Net TV: Treba je ohraniti zaupanje v evropsko idejo~;1423627200000
0;~Čebelarji občine spodbujajo k sajenju medovitih rastlin~;1423638240000
0;~Pahor: Treba je ohraniti zaupanje v evropsko idejo~;1423639080000
0;~Predsednik Pahor obiskal občino Krško~;1423639740000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci za 2014 (EMBARGO DO 21:00)~;1423641600000
0;~11. februar 2015~;1423643100000
0;~Nad Jazbecem visijo vlada, poslanci, Pahor, kriminalisti in civilna družba~;1423664820000
0;~Napoved - Slovenija, 12. 2. (četrtek)~;1423665000000
0;~Napoved - fotoservis, 12. 2. (četrtek)~;1423665000000
0;~Cerar pozorno spremlja dogajanje v zvezi z Banko Slovenije~;1423676760000
0;~Cerar pozorno spremlja dogajanje v zvezi z Banko Slovenije~;1423676820000
0;~Napoved - Slovenija, 12. 2. (četrtek) (dopolnjeno)~;1423677600000
0;~Banka Slovenije ob vse večjih pritiskih zavrnila očitke o manipuliranju s podatki (zbirno)~;1423678740000
0;~Davčni svetovalci za blagajne, a brez izjem~;1423683540000
0;~Tuje tiskovne agencije o Sloveniji (11. 2.)~;1423685040000
0;~Košir, Prevc in Sever Bloudkovi nagrajenci za 2014 (dopolnjeno)~;1423687920000
0;~Bratuškova: Ukrepali smo na podlagi podatkov BS-a. Vsi bi lahko ostali brez denarja.~;1423688340000
0;~Zlata maturantka~;1423692600000
0;~V Ljubljani dobrodelna prireditev za pomoč otrokom s posebnimi potrebami~;1423735500000
0;~Kaj bo, "ko mene več ne bo"?~;1423738380000
0;~Nagradili so prostovoljce~;1423742400000
0;~Napoved - fotoservis, 13. 2. (petek)~;1423751400000
0;~Napoved - Slovenija, 13. 2. (petek)~;1423751400000
0;~Izšel vodič po Sloveniji izpod peresa tujih novinarjev~;1423751940000
0;~Vlada o sanaciji bančnega sistema: Ni videti, da bi prišlo do nepravilnosti~;1423754940000
0;~Slovenija dobila novega ameriškega veleposlanika~;1423766520000
0;~Pregled - Slovenija, 12. 2. (četrtek)~;1423769520000
0;~FOTO: Na odru sijali otroci in mladostniki s posebnimi potrebami~;1423779180000
0;~Vlada se je lotila zakona o davku na nepremičnine~;1423782240000
0;~Zakaj sta privatizacija in depolitizacija prava pot~;1423782240000
0;~Napoved - Slovenija, 14. in 15. 2. (sobota in nedelja)~;1423782900000
0;~13. februar 2015~;1423810800000
0;~Tedenski pregled - Slovenija od 6. do 12. 2.~;1423822920000
0;~S paralelnim slalomom začetek jubilejnega 40. Pokala Loka~;1423831620000
0;~S paralelnim slalomom začetek jubilejnega 40. Pokala Loka~;1423832160000
0;~Olimpijske novice OKS št. 7~;1423832400000
0;~Napoved - fotoservis, 14. 2. (sobota)~;1423837800000
0;~Napoved - STA-R, 14. 2. (sobota)~;1423837800000
0;~Napoved - Slovenija, 14. 2. (sobota)~;1423837800000
0;~Ob jubileju rekordna udeležba~;1423839480000
0;~Bloudkovemu delu so v ponos~;1423839480000
0;~Predsednik Pahor sprejel predstavnike sveta za invalide~;1423841160000
0;~Predsednik Pahor sprejel predstavnike sveta za invalide~;1423841340000
0;~Predsednik Pahor sprejel predstavnike sveta za invalide~;1423844760000
0;~Trije kandidati za sodnike EU v Luksemburgu so ...~;1423848240000
0;~Pregled - Slovenija, 13. 2. (petek)~;1423855800000
0;~Občine, dajte čebelam pašo!~;1423856940000
0;~Kacin se očitno vrača v Bruselj~;1423868400000
0;~Kacin na poti v Nato, Zagreb in Beograd odprta~;1423868400000
0;~Predsednikov intervju brez pravega razmisleka~;1423868400000
0;~Ob 70-letnici pobojev žalna komemoracija na Frankolovem~;1423870200000
0;~Napoved - STA-R, 14. 2. (sobota)~;1423870800000
0;~Ob 70-letnici pobojev žalna komemoracija na Frankolovem~;1423886400000
0;~"Ukrajina je na dvorišču Evrope. Ni daleč od Slovenije."~;1423893660000
0;~Markov trg pripravljen za prisego~;1423895220000
0;~Hrvaška bo v nedeljo tudi uradno dobila prvo predsednico države (ozadje)~;1423905600000
